"EDULIT_IND","Indicator","LOCATION","Country","TIME","Time","Value","Flag Codes","Flags"
"20076","Enrolment in post-secondary non-tertiary education, both sexes (number)","NER","Niger","2015","2015",501,,
"20076","Enrolment in post-secondary non-tertiary education, both sexes (number)","NIU","Niue","2015","2015",,"a","Category not applicable"
"20076","Enrolment in post-secondary non-tertiary education, both sexes (number)","PSE","Palestine","2015","2015",323,,
"20076","Enrolment in post-secondary non-tertiary education, both sexes (number)","OMN","Oman","2015","2015",,"a","Category not applicable"
"20076","Enrolment in post-secondary non-tertiary education, both sexes (number)","PAK","Pakistan","2015","2015",13876,,
"20076","Enrolment in post-secondary non-tertiary education, both sexes (number)","PER","Peru","2015","2015",,"a","Category not applicable"
"20076","Enrolment in post-secondary non-tertiary education, both sexes (number)","PHL","Philippines","2015","2015",1166613,,
"20076","Enrolment in post-secondary non-tertiary education, both sexes (number)","PRI","Puerto Rico","2015","2015",50816,,
"20076","Enrolment in post-secondary non-tertiary education, both sexes (number)","QAT","Qatar","2015","2015",240,,
"20076","Enrolment in post-secondary non-tertiary education, both sexes (number)","ROU","Romania","2015","2015",105557,,
"20076","Enrolment in post-secondary non-tertiary education, both sexes (number)","RUS","Russian Federation","2015","2015",51749,,
"20076","Enrolment in post-secondary non-tertiary education, both sexes (number)","RWA","Rwanda","2015","2015",5980,,
"20076","Enrolment in post-secondary non-tertiary education, both sexes (number)","KNA","Saint Kitts and Nevis","2015","2015",104,,
"20076","Enrolment in post-secondary non-tertiary education, both sexes (number)","LCA","Saint Lucia","2015","2015",2761,,
"20076","Enrolment in post-secondary non-tertiary education, both sexes (number)","STP","Sao Tome and Principe","2015","2015",,"a","Category not applicable"
"20076","Enrolment in post-secondary non-tertiary education, both sexes (number)","SAU","Saudi Arabia","2015","2015",4264,,
"20076","Enrolment in post-secondary non-tertiary education, both sexes (number)","SYC","Seychelles","2015","2015",1976,,
"20076","Enrolment in post-secondary non-tertiary education, both sexes (number)","SVN","Slovenia","2015","2015",,"a","Category not applicable"
"20076","Enrolment in post-secondary non-tertiary education, both sexes (number)","ZAF","South Africa","2015","2015",351256,,
"20076","Enrolment in post-secondary non-tertiary education, both sexes (number)","SDN","Sudan","2015","2015",,"a","Category not applicable"
"20076","Enrolment in post-secondary non-tertiary education, both sexes (number)","TZA","United Republic of Tanzania","2015","2015",761318,,
"20076","Enrolment in post-secondary non-tertiary education, both sexes (number)","THA","Thailand","2015","2015",,"a","Category not applicable"
"20076","Enrolment in post-secondary non-tertiary education, both sexes (number)","TLS","Timor-Leste","2015","2015",,"a","Category not applicable"
"20076","Enrolment in post-secondary non-tertiary education, both sexes (number)","TON","Tonga","2015","2015",2348,,
"20076","Enrolment in post-secondary non-tertiary education, both sexes (number)","TUN","Tunisia","2015","2015",15095,,
"20076","Enrolment in post-secondary non-tertiary education, both sexes (number)","TCA","Turks and Caicos Islands","2015","2015",18,,
"20076","Enrolment in post-secondary non-tertiary education, both sexes (number)","TUV","Tuvalu","2015","2015",,"a","Category not applicable"
"20076","Enrolment in post-secondary non-tertiary education, both sexes (number)","UGA","Uganda","2015","2015",36927,,
"20076","Enrolment in post-secondary non-tertiary education, both sexes (number)","ARE","United Arab Emirates","2015","2015",,"a","Category not applicable"
"20076","Enrolment in post-secondary non-tertiary education, both sexes (number)","URY","Uruguay","2015","2015",,"a","Category not applicable"
"20076","Enrolment in post-secondary non-tertiary education, both sexes (number)","UZB","Uzbekistan","2015","2015",,"a","Category not applicable"
"20076","Enrolment in post-secondary non-tertiary education, both sexes (number)","VUT","Vanuatu","2015","2015",2129,,
"20076","Enrolment in post-secondary non-tertiary education, both sexes (number)","VEN","Venezuela (Bolivarian Republic of)","2015","2015",,"a","Category not applicable"
"20076","Enrolment in post-secondary non-tertiary education, both sexes (number)","VNM","Viet Nam","2015","2015",349651,,
"20076","Enrolment in post-secondary non-tertiary education, both sexes (number)","MAC","China, Macao Special Administrative Region","2015","2015",,"a","Category not applicable"
"20076","Enrolment in post-secondary non-tertiary education, both sexes (number)","SRB","Serbia","2015","2015",1255,,
"20076","Enrolment in post-secondary non-tertiary education, both sexes (number)","MUS","Mauritius","2015","2015",5167,,
"20076","Enrolment in post-secondary non-tertiary education, both sexes (number)","DEU","Germany","2015","2015",764459.70379,,
"20076","Enrolment in post-secondary non-tertiary education, both sexes (number)","SLE","Sierra Leone","2015","2015",13679,,
"25053","Enrolment in tertiary education, all programmes, both sexes (number)","MYS","Malaysia","2015","2015",1302091,,
"25053","Enrolment in tertiary education, all programmes, both sexes (number)","IDN","Indonesia","2015","2015",7043934,,
"25053","Enrolment in tertiary education, all programmes, both sexes (number)","SRB","Serbia","2015","2015",241054,,
"25053","Enrolment in tertiary education, all programmes, both sexes (number)","KHM","Cambodia","2015","2015",217364,,
"25053","Enrolment in tertiary education, all programmes, both sexes (number)","ECU","Ecuador","2015","2015",669437,,
"25053","Enrolment in tertiary education, all programmes, both sexes (number)","KOR","Republic of Korea","2015","2015",3268099,,
"25053","Enrolment in tertiary education, all programmes, both sexes (number)","RWA","Rwanda","2015","2015",80335,,
"25053","Enrolment in tertiary education, all programmes, both sexes (number)","ESP","Spain","2015","2015",1963924,,
"25053","Enrolment in tertiary education, all programmes, both sexes (number)","DZA","Algeria","2015","2015",1289474,,
"25053","Enrolment in tertiary education, all programmes, both sexes (number)","CIV","Côte d'Ivoire","2015","2015",192689,,
"25053","Enrolment in tertiary education, all programmes, both sexes (number)","ARE","United Arab Emirates","2015","2015",156613,,
"25053","Enrolment in tertiary education, all programmes, both sexes (number)","JOR","Jordan","2015","2015",312750,,
"25053","Enrolment in tertiary education, all programmes, both sexes (number)","AUT","Austria","2015","2015",425971.69798,,
"25053","Enrolment in tertiary education, all programmes, both sexes (number)","NLD","Netherlands","2015","2015",842601,,
"25053","Enrolment in tertiary education, all programmes, both sexes (number)","AZE","Azerbaijan","2015","2015",204152,,
"25053","Enrolment in tertiary education, all programmes, both sexes (number)","BGR","Bulgaria","2015","2015",278953,,
"25053","Enrolment in tertiary education, all programmes, both sexes (number)","HND","Honduras","2015","2015",195469,,
"25053","Enrolment in tertiary education, all programmes, both sexes (number)","MRT","Mauritania","2015","2015",20800,,
"25053","Enrolment in tertiary education, all programmes, both sexes (number)","LAO","Lao People's Democratic Republic","2015","2015",130191,,
"25053","Enrolment in tertiary education, all programmes, both sexes (number)","MLT","Malta","2015","2015",13216,,
"25053","Enrolment in tertiary education, all programmes, both sexes (number)","AGO","Angola","2015","2015",221037,,
"25053","Enrolment in tertiary education, all programmes, both sexes (number)","MKD","North Macedonia","2015","2015",63543,,
"25053","Enrolment in tertiary education, all programmes, both sexes (number)","SDN","Sudan","2015","2015",653088,,
"25053","Enrolment in tertiary education, all programmes, both sexes (number)","CZE","Czechia","2015","2015",395529,,
"25053","Enrolment in tertiary education, all programmes, both sexes (number)","IRL","Ireland","2015","2015",214632,,
"25053","Enrolment in tertiary education, all programmes, both sexes (number)","POL","Poland","2015","2015",1665305,,
"25053","Enrolment in tertiary education, all programmes, both sexes (number)","MOZ","Mozambique","2015","2015",174802,,
"25053","Enrolment in tertiary education, all programmes, both sexes (number)","CYP","Cyprus","2015","2015",37166,,
"25053","Enrolment in tertiary education, all programmes, both sexes (number)","BRA","Brazil","2015","2015",8285475,,
"25053","Enrolment in tertiary education, all programmes, both sexes (number)","TJK","Tajikistan","2015","2015",224764,,
"25053","Enrolment in tertiary education, all programmes, both sexes (number)","TUN","Tunisia","2015","2015",322625,,
"25053","Enrolment in tertiary education, all programmes, both sexes (number)","LCA","Saint Lucia","2015","2015",2788,,
"25053","Enrolment in tertiary education, all programmes, both sexes (number)","ARG","Argentina","2015","2015",2966125,,
"25053","Enrolment in tertiary education, all programmes, both sexes (number)","FRA","France","2015","2015",2424158,,
"25053","Enrolment in tertiary education, all programmes, both sexes (number)","BIH","Bosnia and Herzegovina","2015","2015",108475,,
"25053","Enrolment in tertiary education, all programmes, both sexes (number)","HRV","Croatia","2015","2015",162022,,
"25053","Enrolment in tertiary education, all programmes, both sexes (number)","LUX","Luxembourg","2015","2015",6896,,
"25053","Enrolment in tertiary education, all programmes, both sexes (number)","GEO","Georgia","2015","2015",127633,,
"25053","Enrolment in tertiary education, all programmes, both sexes (number)","SAU","Saudi Arabia","2015","2015",1527769,,
"25053","Enrolment in tertiary education, all programmes, both sexes (number)","LSO","Lesotho","2015","2015",21664,,
"25053","Enrolment in tertiary education, all programmes, both sexes (number)","HKG","China, Hong Kong Special Administrative Region","2015","2015",298642.69,,
"25053","Enrolment in tertiary education, all programmes, both sexes (number)","BFA","Burkina Faso","2015","2015",83598,,
"25053","Enrolment in tertiary education, all programmes, both sexes (number)","NPL","Nepal","2015","2015",445324,,
"25053","Enrolment in tertiary education, all programmes, both sexes (number)","ROU","Romania","2015","2015",541653,,
"25053","Enrolment in tertiary education, all programmes, both sexes (number)","SVN","Slovenia","2015","2015",85616,,
"25053","Enrolment in tertiary education, all programmes, both sexes (number)","BMU","Bermuda","2015","2015",973,,
"25053","Enrolment in tertiary education, all programmes, both sexes (number)","MDG","Madagascar","2015","2015",117012,,
"25053","Enrolment in tertiary education, all programmes, both sexes (number)","HUN","Hungary","2015","2015",307729,,
"25053","Enrolment in tertiary education, all programmes, both sexes (number)","NZL","New Zealand","2015","2015",270074.21568,,
"25053","Enrolment in tertiary education, all programmes, both sexes (number)","ISR","Israel","2015","2015",374048,,
"25053","Enrolment in tertiary education, all programmes, both sexes (number)","TUR","Turkey","2015","2015",6062886,,
"25053","Enrolment in tertiary education, all programmes, both sexes (number)","SYC","Seychelles","2015","2015",1035,,
"25053","Enrolment in tertiary education, all programmes, both sexes (number)","MDA","Republic of Moldova","2015","2015",109395,,
"25053","Enrolment in tertiary education, all programmes, both sexes (number)","VGB","British Virgin Islands","2015","2015",827,,
"25053","Enrolment in tertiary education, all programmes, both sexes (number)","PAK","Pakistan","2015","2015",1871575,,
"25053","Enrolment in tertiary education, all programmes, both sexes (number)","ITA","Italy","2015","2015",1826477,,
"25053","Enrolment in tertiary education, all programmes, both sexes (number)","URY","Uruguay","2015","2015",156342,,
"25053","Enrolment in tertiary education, all programmes, both sexes (number)","LIE","Liechtenstein","2015","2015",750,,
"25053","Enrolment in tertiary education, all programmes, both sexes (number)","COL","Colombia","2015","2015",2293550,,
"25053","Enrolment in tertiary education, all programmes, both sexes (number)","ZAF","South Africa","2015","2015",1050860,,
"25053","Enrolment in tertiary education, all programmes, both sexes (number)","PRI","Puerto Rico","2015","2015",240878,,
"25053","Enrolment in tertiary education, all programmes, both sexes (number)","ALB","Albania","2015","2015",162659,,
"25053","Enrolment in tertiary education, all programmes, both sexes (number)","MUS","Mauritius","2015","2015",37871,,
"25053","Enrolment in tertiary education, all programmes, both sexes (number)","ARM","Armenia","2015","2015",105865,,
"25053","Enrolment in tertiary education, all programmes, both sexes (number)","IND","India","2015","2015",32107419,,
"25053","Enrolment in tertiary education, all programmes, both sexes (number)","CHL","Chile","2015","2015",1221774,,
"25053","Enrolment in tertiary education, all programmes, both sexes (number)","MAR","Morocco","2015","2015",877404,,
"25053","Enrolment in tertiary education, all programmes, both sexes (number)","SYR","Syrian Arab Republic","2015","2015",772877,,
"25053","Enrolment in tertiary education, all programmes, both sexes (number)","KAZ","Kazakhstan","2015","2015",658413,,
"25053","Enrolment in tertiary education, all programmes, both sexes (number)","DEU","Germany","2015","2015",2977781,,
"25053","Enrolment in tertiary education, all programmes, both sexes (number)","BLZ","Belize","2015","2015",8562,,
"25053","Enrolment in tertiary education, all programmes, both sexes (number)","SWE","Sweden","2015","2015",428557,,
"25053","Enrolment in tertiary education, all programmes, both sexes (number)","CRI","Costa Rica","2015","2015",217841,,
"25053","Enrolment in tertiary education, all programmes, both sexes (number)","PSE","Palestine","2015","2015",221018,,
"25053","Enrolment in tertiary education, all programmes, both sexes (number)","TGO","Togo","2015","2015",71154,,
"25053","Enrolment in tertiary education, all programmes, both sexes (number)","LVA","Latvia","2015","2015",85881,,
"25053","Enrolment in tertiary education, all programmes, both sexes (number)","BEL","Belgium","2015","2015",504745,,
"25053","Enrolment in tertiary education, all programmes, both sexes (number)","TZA","United Republic of Tanzania","2015","2015",182404,,
"25053","Enrolment in tertiary education, all programmes, both sexes (number)","NAM","Namibia","2015","2015",49678,,
"25053","Enrolment in tertiary education, all programmes, both sexes (number)","ERI","Eritrea","2015","2015",10938,,
"25053","Enrolment in tertiary education, all programmes, both sexes (number)","ISL","Iceland","2015","2015",18940,,
"25053","Enrolment in tertiary education, all programmes, both sexes (number)","GBR","United Kingdom of Great Britain and Northern Ireland","2015","2015",2330334.47948,,
"25053","Enrolment in tertiary education, all programmes, both sexes (number)","TCA","Turks and Caicos Islands","2015","2015",286,,
"25053","Enrolment in tertiary education, all programmes, both sexes (number)","LTU","Lithuania","2015","2015",140629,,
"25053","Enrolment in tertiary education, all programmes, both sexes (number)","KWT","Kuwait","2015","2015",112582,,
"25053","Enrolment in tertiary education, all programmes, both sexes (number)","DNK","Denmark","2015","2015",313756,,
"25053","Enrolment in tertiary education, all programmes, both sexes (number)","SEN","Senegal","2015","2015",144827,,
"25053","Enrolment in tertiary education, all programmes, both sexes (number)","PRT","Portugal","2015","2015",337507,,
"25053","Enrolment in tertiary education, all programmes, both sexes (number)","CMR","Cameroon","2015","2015",371568,,
"25053","Enrolment in tertiary education, all programmes, both sexes (number)","BWA","Botswana","2015","2015",60583,,
"25053","Enrolment in tertiary education, all programmes, both sexes (number)","JPN","Japan","2015","2015",3845395,,
"25053","Enrolment in tertiary education, all programmes, both sexes (number)","ZWE","Zimbabwe","2015","2015",135575,,
"25053","Enrolment in tertiary education, all programmes, both sexes (number)","EGY","Egypt","2015","2015",2868912,,
"25053","Enrolment in tertiary education, all programmes, both sexes (number)","BLR","Belarus","2015","2015",477221,,
"25053","Enrolment in tertiary education, all programmes, both sexes (number)","CHN","China","2015","2015",43367394,,
"25053","Enrolment in tertiary education, all programmes, both sexes (number)","SVK","Slovakia","2015","2015",184390,,
"25053","Enrolment in tertiary education, all programmes, both sexes (number)","KEN","Kenya","2015","2015",421134,,
"25053","Enrolment in tertiary education, all programmes, both sexes (number)","GHA","Ghana","2015","2015",417534,,
"25053","Enrolment in tertiary education, all programmes, both sexes (number)","UKR","Ukraine","2015","2015",1776190,,
"25053","Enrolment in tertiary education, all programmes, both sexes (number)","STP","Sao Tome and Principe","2015","2015",2336,,
"25053","Enrolment in tertiary education, all programmes, both sexes (number)","GTM","Guatemala","2015","2015",366674,,
"25053","Enrolment in tertiary education, all programmes, both sexes (number)","OMN","Oman","2015","2015",126947,,
"25053","Enrolment in tertiary education, all programmes, both sexes (number)","AUS","Australia","2015","2015",1903454,,
"25053","Enrolment in tertiary education, all programmes, both sexes (number)","ABW","Aruba","2015","2015",1166,,
"25053","Enrolment in tertiary education, all programmes, both sexes (number)","DOM","Dominican Republic","2015","2015",480103,,
"25053","Enrolment in tertiary education, all programmes, both sexes (number)","MEX","Mexico","2015","2015",3515404,,
"25053","Enrolment in tertiary education, all programmes, both sexes (number)","LBN","Lebanon","2015","2015",216468,,
"25053","Enrolment in tertiary education, all programmes, both sexes (number)","VNM","Viet Nam","2015","2015",2466643,,
"25053","Enrolment in tertiary education, all programmes, both sexes (number)","EST","Estonia","2015","2015",55214,,
"25053","Enrolment in tertiary education, all programmes, both sexes (number)","TCD","Chad","2015","2015",41821,,
"25053","Enrolment in tertiary education, all programmes, both sexes (number)","BEN","Benin","2015","2015",131299,,
"25053","Enrolment in tertiary education, all programmes, both sexes (number)","JAM","Jamaica","2015","2015",74537,,
"25053","Enrolment in tertiary education, all programmes, both sexes (number)","CHE","Switzerland","2015","2015",294450,,
"25053","Enrolment in tertiary education, all programmes, both sexes (number)","MNG","Mongolia","2015","2015",179540,,
"25053","Enrolment in tertiary education, all programmes, both sexes (number)","AND","Andorra","2015","2015",501,,
"25053","Enrolment in tertiary education, all programmes, both sexes (number)","RUS","Russian Federation","2015","2015",6592416,,
"25053","Enrolment in tertiary education, all programmes, both sexes (number)","LKA","Sri Lanka","2015","2015",308000,,
"25053","Enrolment in tertiary education, all programmes, both sexes (number)","BRN","Brunei Darussalam","2015","2015",10866,,
"25053","Enrolment in tertiary education, all programmes, both sexes (number)","MAC","China, Macao Special Administrative Region","2015","2015",30771,,
"25053","Enrolment in tertiary education, all programmes, both sexes (number)","PAN","Panama","2015","2015",156635,,
"25053","Enrolment in tertiary education, all programmes, both sexes (number)","QAT","Qatar","2015","2015",27866,,
"25053","Enrolment in tertiary education, all programmes, both sexes (number)","CAN","Canada","2015","2015",1564125,"+","National Estimation"
"25053","Enrolment in tertiary education, all programmes, both sexes (number)","BHR","Bahrain","2015","2015",38901,,
"25053","Enrolment in tertiary education, all programmes, both sexes (number)","NOR","Norway","2015","2015",268231,,
"25053","Enrolment in tertiary education, all programmes, both sexes (number)","KGZ","Kyrgyzstan","2015","2015",265382,,
"25053","Enrolment in tertiary education, all programmes, both sexes (number)","KNA","Saint Kitts and Nevis","2015","2015",3508,,
"25053","Enrolment in tertiary education, all programmes, both sexes (number)","NER","Niger","2015","2015",52001,,
"25053","Enrolment in tertiary education, all programmes, both sexes (number)","MLI","Mali","2015","2015",83150,,
"25053","Enrolment in tertiary education, all programmes, both sexes (number)","CPV","Cabo Verde","2015","2015",12538,,
"25053","Enrolment in tertiary education, all programmes, both sexes (number)","USA","United States of America","2015","2015",19531727.01137,,
"25053","Enrolment in tertiary education, all programmes, both sexes (number)","SLV","El Salvador","2015","2015",179396,,
"25053","Enrolment in tertiary education, all programmes, both sexes (number)","FIN","Finland","2015","2015",302478,,
"25053","Enrolment in tertiary education, all programmes, both sexes (number)","CUB","Cuba","2015","2015",261413,,
"25053","Enrolment in tertiary education, all programmes, both sexes (number)","UZB","Uzbekistan","2015","2015",262368,,
"25053","Enrolment in tertiary education, all programmes, both sexes (number)","VCT","Saint Vincent and the Grenadines","2015","2015",2180,,
"25053","Enrolment in tertiary education, all programmes, both sexes (number)","GRD","Grenada","2015","2015",9236,,
"40054","Enrolment in early childhood educational development programmes, both sexes (number)","VCT","Saint Vincent and the Grenadines","2015","2015",,"a","Category not applicable"
"40054","Enrolment in early childhood educational development programmes, both sexes (number)","MLT","Malta","2015","2015",,"a","Category not applicable"
"40054","Enrolment in early childhood educational development programmes, both sexes (number)","BHR","Bahrain","2015","2015",2237,,
"40054","Enrolment in early childhood educational development programmes, both sexes (number)","TCD","Chad","2015","2015",,"a","Category not applicable"
"40054","Enrolment in early childhood educational development programmes, both sexes (number)","THA","Thailand","2015","2015",1077639,,
"40054","Enrolment in early childhood educational development programmes, both sexes (number)","EST","Estonia","2015","2015",10062,,
"40054","Enrolment in early childhood educational development programmes, both sexes (number)","HND","Honduras","2015","2015",,"a","Category not applicable"
"40054","Enrolment in early childhood educational development programmes, both sexes (number)","NLD","Netherlands","2015","2015",,"a","Category not applicable"
"40054","Enrolment in early childhood educational development programmes, both sexes (number)","BRA","Brazil","2015","2015",3049072,,
"40054","Enrolment in early childhood educational development programmes, both sexes (number)","CHE","Switzerland","2015","2015",,"a","Category not applicable"
"40054","Enrolment in early childhood educational development programmes, both sexes (number)","GTM","Guatemala","2015","2015",24117,,
"40054","Enrolment in early childhood educational development programmes, both sexes (number)","MOZ","Mozambique","2015","2015",,"a","Category not applicable"
"40054","Enrolment in early childhood educational development programmes, both sexes (number)","SSD","South Sudan","2015","2015",,"a","Category not applicable"
"40054","Enrolment in early childhood educational development programmes, both sexes (number)","IRL","Ireland","2015","2015",,"a","Category not applicable"
"40054","Enrolment in early childhood educational development programmes, both sexes (number)","FIN","Finland","2015","2015",48964,,
"40054","Enrolment in early childhood educational development programmes, both sexes (number)","TUN","Tunisia","2015","2015",,"a","Category not applicable"
"40054","Enrolment in early childhood educational development programmes, both sexes (number)","OMN","Oman","2015","2015",,"n","Magnitude nil or negligible"
"40054","Enrolment in early childhood educational development programmes, both sexes (number)","CIV","Côte d'Ivoire","2015","2015",,"a","Category not applicable"
"40054","Enrolment in early childhood educational development programmes, both sexes (number)","PER","Peru","2015","2015",87262,,
"40054","Enrolment in early childhood educational development programmes, both sexes (number)","KGZ","Kyrgyzstan","2015","2015",16176,,
"40054","Enrolment in early childhood educational development programmes, both sexes (number)","CHN","China","2015","2015",,"a","Category not applicable"
"40054","Enrolment in early childhood educational development programmes, both sexes (number)","BLR","Belarus","2015","2015",68879,,
"40054","Enrolment in early childhood educational development programmes, both sexes (number)","STP","Sao Tome and Principe","2015","2015",,"a","Category not applicable"
"40054","Enrolment in early childhood educational development programmes, both sexes (number)","MYS","Malaysia","2015","2015",,"a","Category not applicable"
"40054","Enrolment in early childhood educational development programmes, both sexes (number)","MNG","Mongolia","2015","2015",,"a","Category not applicable"
"40054","Enrolment in early childhood educational development programmes, both sexes (number)","BOL","Bolivia (Plurinational State of)","2015","2015",,"a","Category not applicable"
"40054","Enrolment in early childhood educational development programmes, both sexes (number)","MAC","China, Macao Special Administrative Region","2015","2015",,"a","Category not applicable"
"40054","Enrolment in early childhood educational development programmes, both sexes (number)","LBN","Lebanon","2015","2015",,"a","Category not applicable"
"40054","Enrolment in early childhood educational development programmes, both sexes (number)","SLV","El Salvador","2015","2015",13584,,
"40054","Enrolment in early childhood educational development programmes, both sexes (number)","KOR","Republic of Korea","2015","2015",702485,,
"40054","Enrolment in early childhood educational development programmes, both sexes (number)","MKD","North Macedonia","2015","2015",6076,,
"40054","Enrolment in early childhood educational development programmes, both sexes (number)","PAN","Panama","2015","2015",3555,,
"40054","Enrolment in early childhood educational development programmes, both sexes (number)","CYP","Cyprus","2015","2015",6109,,
"40054","Enrolment in early childhood educational development programmes, both sexes (number)","FJI","Fiji","2015","2015",,"a","Category not applicable"
"40054","Enrolment in early childhood educational development programmes, both sexes (number)","TJK","Tajikistan","2015","2015",,"a","Category not applicable"
"40054","Enrolment in early childhood educational development programmes, both sexes (number)","LCA","Saint Lucia","2015","2015",1560,,
"40054","Enrolment in early childhood educational development programmes, both sexes (number)","AZE","Azerbaijan","2015","2015",13001,,
"40054","Enrolment in early childhood educational development programmes, both sexes (number)","SAU","Saudi Arabia","2015","2015",,"n","Magnitude nil or negligible"
"40054","Enrolment in early childhood educational development programmes, both sexes (number)","SDN","Sudan","2015","2015",,"a","Category not applicable"
"40054","Enrolment in early childhood educational development programmes, both sexes (number)","ESP","Spain","2015","2015",444276,,
"40054","Enrolment in early childhood educational development programmes, both sexes (number)","LSO","Lesotho","2015","2015",,"a","Category not applicable"
"40054","Enrolment in early childhood educational development programmes, both sexes (number)","HUN","Hungary","2015","2015",14098,,
"40054","Enrolment in early childhood educational development programmes, both sexes (number)","DJI","Djibouti","2015","2015",,"a","Category not applicable"
"40054","Enrolment in early childhood educational development programmes, both sexes (number)","ARG","Argentina","2015","2015",117574,,
"40054","Enrolment in early childhood educational development programmes, both sexes (number)","GNQ","Equatorial Guinea","2015","2015",2512,,
"40054","Enrolment in early childhood educational development programmes, both sexes (number)","AFG","Afghanistan","2015","2015",,"a","Category not applicable"
"40054","Enrolment in early childhood educational development programmes, both sexes (number)","CZE","Czechia","2015","2015",,"a","Category not applicable"
"40054","Enrolment in early childhood educational development programmes, both sexes (number)","COK","Cook Islands","2015","2015",,"a","Category not applicable"
"40054","Enrolment in early childhood educational development programmes, both sexes (number)","TLS","Timor-Leste","2015","2015",,"a","Category not applicable"
"40054","Enrolment in early childhood educational development programmes, both sexes (number)","WSM","Samoa","2015","2015",,"a","Category not applicable"
"40054","Enrolment in early childhood educational development programmes, both sexes (number)","POL","Poland","2015","2015",,"a","Category not applicable"
"40054","Enrolment in early childhood educational development programmes, both sexes (number)","BGD","Bangladesh","2015","2015",,"a","Category not applicable"
"40054","Enrolment in early childhood educational development programmes, both sexes (number)","ETH","Ethiopia","2015","2015",,"a","Category not applicable"
"40054","Enrolment in early childhood educational development programmes, both sexes (number)","HKG","China, Hong Kong Special Administrative Region","2015","2015",,"a","Category not applicable"
"40054","Enrolment in early childhood educational development programmes, both sexes (number)","SWZ","Eswatini","2015","2015",,"a","Category not applicable"
"40054","Enrolment in early childhood educational development programmes, both sexes (number)","SYC","Seychelles","2015","2015",,"a","Category not applicable"
"40054","Enrolment in early childhood educational development programmes, both sexes (number)","TUR","Turkey","2015","2015",2165,,
"40054","Enrolment in early childhood educational development programmes, both sexes (number)","MDA","Republic of Moldova","2015","2015",16796,,
"40054","Enrolment in early childhood educational development programmes, both sexes (number)","ECU","Ecuador","2015","2015",,"a","Category not applicable"
"40054","Enrolment in early childhood educational development programmes, both sexes (number)","BGR","Bulgaria","2015","2015",,"a","Category not applicable"
"40054","Enrolment in early childhood educational development programmes, both sexes (number)","LIE","Liechtenstein","2015","2015",,"a","Category not applicable"
"40054","Enrolment in early childhood educational development programmes, both sexes (number)","ITA","Italy","2015","2015",,"a","Category not applicable"
"40054","Enrolment in early childhood educational development programmes, both sexes (number)","RWA","Rwanda","2015","2015",,"n","Magnitude nil or negligible"
"40054","Enrolment in early childhood educational development programmes, both sexes (number)","PAK","Pakistan","2015","2015",,"a","Category not applicable"
"40054","Enrolment in early childhood educational development programmes, both sexes (number)","FRA","France","2015","2015",,"a","Category not applicable"
"40054","Enrolment in early childhood educational development programmes, both sexes (number)","JOR","Jordan","2015","2015",,"a","Category not applicable"
"40054","Enrolment in early childhood educational development programmes, both sexes (number)","LAO","Lao People's Democratic Republic","2015","2015",10995,,
"40054","Enrolment in early childhood educational development programmes, both sexes (number)","PHL","Philippines","2015","2015",,"a","Category not applicable"
"40054","Enrolment in early childhood educational development programmes, both sexes (number)","AUT","Austria","2015","2015",44607,,
"40054","Enrolment in early childhood educational development programmes, both sexes (number)","PRT","Portugal","2015","2015",,"a","Category not applicable"
"40054","Enrolment in early childhood educational development programmes, both sexes (number)","TGO","Togo","2015","2015",,"a","Category not applicable"
"40054","Enrolment in early childhood educational development programmes, both sexes (number)","PSE","Palestine","2015","2015",,"a","Category not applicable"
"40054","Enrolment in early childhood educational development programmes, both sexes (number)","CHL","Chile","2015","2015",154152,,
"40054","Enrolment in early childhood educational development programmes, both sexes (number)","MDV","Maldives","2015","2015",,"a","Category not applicable"
"40054","Enrolment in early childhood educational development programmes, both sexes (number)","IRN","Iran (Islamic Republic of)","2015","2015",,"a","Category not applicable"
"40054","Enrolment in early childhood educational development programmes, both sexes (number)","BIH","Bosnia and Herzegovina","2015","2015",3961,,
"40054","Enrolment in early childhood educational development programmes, both sexes (number)","GBR","United Kingdom of Great Britain and Northern Ireland","2015","2015",367806,,
"40054","Enrolment in early childhood educational development programmes, both sexes (number)","LUX","Luxembourg","2015","2015",,"a","Category not applicable"
"40054","Enrolment in early childhood educational development programmes, both sexes (number)","MCO","Monaco","2015","2015",,"a","Category not applicable"
"40054","Enrolment in early childhood educational development programmes, both sexes (number)","MUS","Mauritius","2015","2015",2192,,
"40054","Enrolment in early childhood educational development programmes, both sexes (number)","GEO","Georgia","2015","2015",,"a","Category not applicable"
"40054","Enrolment in early childhood educational development programmes, both sexes (number)","SVN","Slovenia","2015","2015",24306,,
"40054","Enrolment in early childhood educational development programmes, both sexes (number)","BFA","Burkina Faso","2015","2015",,"a","Category not applicable"
"40054","Enrolment in early childhood educational development programmes, both sexes (number)","PRI","Puerto Rico","2015","2015",47897,,
"40054","Enrolment in early childhood educational development programmes, both sexes (number)","DEU","Germany","2015","2015",783541.5,,
"40054","Enrolment in early childhood educational development programmes, both sexes (number)","MDG","Madagascar","2015","2015",,"a","Category not applicable"
"40054","Enrolment in early childhood educational development programmes, both sexes (number)","BEL","Belgium","2015","2015",,"a","Category not applicable"
"40054","Enrolment in early childhood educational development programmes, both sexes (number)","VEN","Venezuela (Bolivarian Republic of)","2015","2015",270206,,
